Phylum_name,Subphylum_name,Class_name,Order_name,Family_name,file,Species
Ascomycota,Pezizomycotina,Dothideomycetes,Myriangiales,Myriangiaceae,Myrdu1,Myriangium duriaei CBS 260.36 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Stachybotrys_clade,Myrin1,Myrothecium inundatum CBS 120646 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Mytre1,Mytilinidion resinicola CBS 304.34 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Incertae_sedis,Myxme1,Myxozyma melibiosi Phaff 52-87 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Nadfu1,Nadsonia fulvescens var. elongata DSM 6958 v1.0
Basidiomycota,Pucciniomycotina,Classiculomycetes,Classiculales,Classiculaceae,Naifl1,Naiadella fluitans ATCC 64713 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakbac1,Nakaseomyces bacillisporus CBS 7720
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakdel1,Nakaseomyces delphensis CBS 2170
Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Naohideales,Naohideaceae,Naose1,Naohidea sebacea CBS 8477 (P95) v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Necha2,Nectria haematococca v2.0
Microsporidia,Incertae_sedis,Incertae_sedis,Incertae_sedis,Incertae_sedis,Nempa1,Nematocida parisii ERTm1
Neocallimastigomycota,Incertae_sedis,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Neosp1,Neocallimastix californiae G1 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neopa1,Neofusicoccum parvum UCRNP2
Ascomycota,Taphrinomycotina,Neolectomycetes,Neolectales,Neolectaceae,Neoirr1,Neolecta irregularis DAH-1 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Neole1,Neolentinus lepideus v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Neodi1,Neonectria ditissima R09/05
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Neofi1,Neosartorya fischeri NRRL 181
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Neucr_trp3_1,Neurospora crassa FGSC 73 trp-3 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Neucr2,Neurospora crassa OR74A v2.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Neucr4830_1,Neurospora crassa clade B FGSC 4830 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Neudi1,Neurospora discreta FGSC 8579 mat A
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Neuhi1,Neurospora hispaniola FGSC 10403 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Neute_mat_a1,Neurospora tetrasperma FGSC 2509 mat a v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Niessliaceae,Nieex1,Niesslia exilis CBS 358.70 v1.0
Microsporidia,Incertae_sedis,Incertae_sedis,Incertae_sedis,Nosematidae,Nosce1,Nosema ceranae BRL01
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Incertae_sedis,Obbri1,Obba rivulosa 3A-2 v1.0
Chytridiomycota,Incertae_sedis,Chytridiomycetes,Chytridiales,Chytriomycetaceae,Obemuc1,Obelidium mucronatum JEL802 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogapa1,Ogataea parapolymorpha DL-1
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Pichiaceae,Hanpo2,Ogataea polymorpha NCYC 495 leu1.1 v2.0
Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Myxotrichaceae,Oidma1,Oidiodendron maius Zn v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Auriculariales,Incertae_sedis,Olipa1,Oliveonia pauxilla MPI-PUGE-AT-0066 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Omphalotaceae,Ompol1,Omphalotus olearius
Basidiomycota,Agaricomycotina,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Onnsc1,Onnia scaura P-53A v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Ophdi1,Ophiobolus disseminans CBS 113818 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophnu1,Ophiostoma novo-ulmi subsp. novo-ulmi H327
Ascomycota,Pezizomycotina,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophpic1,Ophiostoma piceae UAMH 11346
Ascomycota,Pezizomycotina,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophpi1,Ophiostoma piliferum
Neocallimastigomycota,Incertae_sedis,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Orpsp1_1,Orpinomyces sp.
NA,NA,NA,NA,NA,Oudmuc1,Oudemansiella mucida CBS 558.79 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Pacta1_2,Pachysolen tannophilus NRRL Y-2460 v1.2
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Thermoascaceae,Bysni1,Paecilomyces niveus CO7 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Thermoascaceae,Paevar1,Paecilomyces variotii CBS 101075 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Thermoascaceae,Paevar_HGY_1,Paecilomyces variotii CBS144490 HYG1 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Bolbitiaceae,Panpap1,Panaeolus papilionaceus CIRM-BRFM 715 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Panst_KUC8834_1_1,Panellus stipticus KUC8834 v1.1
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Panst_LUM_1_1,Panellus stipticus LUM v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Incertae_sedis,Panru1,Panus rudis PR-1116 ss-1 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Incertae_sedis,Parbr1,Paracoccidioides brasiliensis Pb03
Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Incertae_sedis,Parbra1,Paracoccidioides brasiliensis Pb18
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Montagnulaceae,Parsp1,Paraconiothyrium sporulosum AP3s5-JAC2a v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parch1,Paraphoma chrysanthemicola MPI-GEGE-AT-0034 v1.0
Blastocladiomycota,Incertae_sedis,Blastocladiomycetes,Blastocladiales,Physodermataceae,Parsed1,Paraphysoderma sedebokerense JEL821 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mucoraceae,Parpar1,Parasitella parasitica v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Patellariales,Patellariaceae,Patat1,Patellaria atrata v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Paxillaceae,Paxru2,Paxillus adelphus Ve08.2h10 v2.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Paxillaceae,Paxam1,Paxillus ammoniavirescens Pou09.2 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Paxillaceae,Paxin1,Paxillus involutus ATCC 200175 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penant1,Penicillium antarcticum IBT 31811
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penbi1,Penicillium bilaiae ATCC 20851 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penbr2,Penicillium brevicompactum 1011305 v2.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,PenbrAgRF18_1,Penicillium brevicompactum AgRF18 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penca1,Penicillium canescens ATCC 10419 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,PenchWisc1_1,Penicillium chrysogenum Wisconsin 54-1255
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Pench1,Penicillium chrysogenum v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Pencop1,Penicillium coprophilum IBT 31321
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Pendec1,Penicillium decumbens IBT 11843
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Pendi1,Penicillium digitatum PHI26
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Pendig1,Penicillium digitatum Pd1
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penex1,Penicillium expansum ATCC 24692 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penexp1,Penicillium expansum d1
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penfe1,Penicillium fellutanum ATCC 48694 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penfla1,Penicillium flavigenum IBT 14082
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Pengl1,Penicillium glabrum DAOM 239074 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Pengri1,Penicillium griseofulvum PG3
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penita1,Penicillium italicum PHI-1
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penja1,Penicillium janthinellum ATCC 10455 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penla1,Penicillium lanosocoeruleum ATCC 48919 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Pennal1,Penicillium nalgiovense FM193
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penox1,Penicillium oxalicum 114-2
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penpol1,Penicillium polonicum IBT 4502
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penra1,Penicillium raistrickii ATCC 10490 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Pensol1,Penicillium solitum IBT 29525
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penste1,Penicillium steckii IBT 24891
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Pensub1,Penicillium subrubescens FBCC1632 / CBS132785
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penswi1,Penicillium swiecickii 182 6C1 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penth1,Penicillium thymicola DAOMC 180753 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penvul1,Penicillium vulpinum IBT 29486
Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Lopni1,Peniophora sp. CONTA v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Ricme1,Peniophora sp. v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Microascales,Halosphaeriaceae,Perma1,Periconia macrospinosa DSE2036 v1.0
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Pezizaceae,Pezech1,Peziza echinospora DOB1120 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Calosphaeriales,Calosphaeriaceae,Phaal1,Phaeoacremonium aleophilum UCRPA7
Ascomycota,Pezizomycotina,Sordariomycetes,Calosphaeriales,Calosphaeriaceae,PhaeoFL0889_1,Phaeoacremonium sp. FL0889 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Incertae_sedis,Incertae_sedis,Phach1,Phaeomoniella chlamydospora UCRPC4
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phapo1,Phaeosphaeria poagena MPI-PUGE-AT-0046c v1.0
NA,NA,NA,NA,NA,PhaPMI808,Phaeosphaeriaceae sp. PMI_808 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Phanerochaetaceae,Phaca1,Phanerochaete carnosa HHB-10118-Sp v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Phanerochaetaceae,Phchr2,Phanerochaete chrysosporium RP-78 v2.2
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Lichtheimiaceae,Phaart1,Phascolomyces articulosus v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phefer1,Phellinus ferrugineofuscus SpK3Phefer14 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Pheign1_1,Phellinus igniarius CCBS 575 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Pheni1,Phellopilus nigrolimitatus SigPhenig9 v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Incertae_sedis,Phisc1,Phialocephala scopiformis 5WS22E1 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phiatt1,Phialophora attae CBS 131958
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Meruliaceae,Phlbr1,Phlebia brevispora HHB-7030 SS6 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Meruliaceae,Phlcen1,Phlebia centrifuga FBCC195 
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Phanerochaetaceae,Phlgi1,Phlebiopsis gigantea v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Strophariaceae,Phoaln1,Pholiota alnicola AH 47727 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Strophariaceae,Phocon1,Pholiota conissans CIRM-BRFM 674 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Strophariaceae,Phohig1,Pholiota highlandensis v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Didymellaceae,Photr1,Phoma tracheiphila IPT5 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Phycomycetaceae,Phybl2,Phycomyces blakesleeanus NRRL1555 v2.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Phycomycetaceae,PnitS607_1,Phycomyces nitens S607 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Phycomycetaceae,PnitS608_1,Phycomyces nitens S608 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Phycomycetaceae,PnitS609_1,Phycomyces nitens S609 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phycap1,Phyllosticta capitalensis CBS 128856 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phycit1,Phyllosticta citriasiana v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phcit1,Phyllosticta citribraziliensis CBS 100098 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phycitr1,Phyllosticta citricarpa CBS 127454 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phcitr1,Phyllosticta citrichinaensis CBS 130529 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phy27169,Phyllosticta sp. CPC 27169 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phycpc1,Phyllosticta sp. CPC 27913 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Picme2,Pichia membranifaciens v2.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Picpa1,Pichia pastoris
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Pieho1_1,Piedraia hortae v1.1
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mucoraceae,Pilano1,Pilaira anomala RSA1997 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Pilobolaceae,Pilumb1,Pilobolus umbonatus NRRL 6349 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Atheliales,Atheliaceae,Pilcr1,Piloderma croceum F 1598 v1.0
Mucoromycota,Zoopagomycotina,Incertae_sedis,Zoopagales,Piptocephalidaceae,Pipcy3_1,Piptocephalis cylindrospora RSA 2659 single-cell v3.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Pirin1,Piriformospora indica DSM 11827 from MPI
Neocallimastigomycota,Incertae_sedis,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Pirfi3,Piromyces finnis v3.0
Neocallimastigomycota,Incertae_sedis,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,PirE2_1,Piromyces sp. E2 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Pisolithaceae,Pismi1,Pisolithus microcarpus 441 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Pisolithaceae,Pisti1,Pisolithus tinctorius Marx 270 v1.0
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Sarcosomataceae,Plemel1,Plectania melastoma CBS 918.72 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plecu1,Plectosphaerella cucumerina DS2psM2a2 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plecuc1,Plectosphaerella cucumerina RP01 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Pleomassariaceae,Plesi1,Pleomassaria siparia v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Incertae_sedis,Pleav1,Pleospora avicennia ATCC 66911 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Pleurotaceae,Pleery1,Pleurotus eryngii ATCC 90797 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Pleurotaceae,PleosPC15_2,Pleurotus ostreatus PC15 v2.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Pleurotaceae,PleosPC9_1,Pleurotus ostreatus PC9 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Incertae_sedis,Plicr1,Plicaturopsis crispa v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Pluteaceae,Plucer1,Pluteus cervinus NL-1719 v1.0
Ascomycota,Taphrinomycotina,Pneumocystidomycetes,Pneumocystidales,Pneumocystidaceae,Pneji1,Pneumocystis jirovecii
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Clavicipitaceae,Pocchl1,Pochonia chlamydosporia 170
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podan3,Podospora anserina S mat+
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podans1,Podospora anserina mat+ v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podap1,Podospora appendiculata CBS 314.62 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podcur1,Podospora curvicolla TEP21a v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Poddi1,Podospora didyma CBS 232.78 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Capnodiaceae,Polci1,Polychaeton citri v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Polfu1,Polyplosphaeria fusca CBS 125425 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Polar1,Polyporus arcularius v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Polbr1,Polyporus brumalis BRFM 1820 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Polsqu1,Polyporus squamosus CCBS 676 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Porchr1,Porodaedalea chrysoloma FP-135951 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Pornie1_2,Porodaedalea niemelaei PN71-100-IP13 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Dacryobolaceae,Pospl1,Postia placenta MAD 698-R v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Dacryobolaceae,PosplRSB12_1,Postia placenta MAD-698-R-SB12 v1.0
Chytridiomycota,Incertae_sedis,Chytridiomycetes,Spizellomycetales,Powellomycetaceae,Powhir1,Powellomyces hirtus BR81 v1.0
Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinales,Protomycetaceae,Proin1,Protomyces inouyei
Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinales,Protomycetaceae,Prola1,Protomyces lactucaedebilis 12-1054 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycfi2,Pseudocercospora (Mycosphaerella) fijiensis v2.0
Ascomycota,Pezizomycotina,Incertae_sedis,Triblidiales,Triblidiaceae,Pseel1,Pseudographis elatina
Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Pseudeurotiaceae,Pseudest1,Pseudogymnoascus destructans 20631-21
Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Hyponectriaceae,Pseve2,Pseudomassariella vexata CBS 129021 v1.0
Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Microstromatales,Microstromataceae,Rhodsp1,Pseudomicrostroma glucosiphilum gen et sp. nov. MCA 4718 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Psehy1,Pseudovirgaria hyperparasitica CBS 121739 v1.0
Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Psean1_1,Pseudozyma antarctica T-34
Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Psehu1,Pseudozyma hubeiensis SY62
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Strophariaceae,Psicub1_1,Psilocybe cubensis v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Strophariaceae,Psiser1,Psilocybe serbica v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Pterulaceae,Ptegra1,Pterula gracilis CBS309.79 v1.0
Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,PuccoNC29_1,Puccinia coronata avenae 12NC29
Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,PuccoSD80_1,Puccinia coronata avenae 12SD80
Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Pucgr2,Puccinia graminis f. sp. tritici v2.0
Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Pucstr1,Puccinia striiformis f. sp. tritici 104 E137 A-
Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Pucst1,Puccinia striiformis f. sp. tritici PST-130 
Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Pucst_PST78_1,Puccinia striiformis f. sp. tritici PST-78 v1.0
Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Puctr1,Puccinia triticina 1-1 BBBD Race 1
Basidiomycota,Agaricomycotina,Agaricomycetes,Corticiales,Punctulariaceae,Punst1,Punctularia strigosozonata v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Pursp1,Purpureocillium sp. UdeA0106 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Pycci1,Pycnoporus cinnabarinus BRFM 137
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Pyccin1,Pycnoporus cinnabarinus CIRM-BRFM 50 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Pycco1,Pycnoporus coccineus BRFM 310 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Pycco1662_1,Pycnoporus coccineus CIRM1662
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Pycpun1,Pycnoporus puniceus CIRM-BRFM 1868 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Pycsa1,Pycnoporus sanguineus BRFM 1264 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrly1,Pyrenochaeta lycopersici MPI-SDFR-AT-0127 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrsp1,Pyrenochaeta sp. DS3sAY3a v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrtt1,Pyrenophora teres f. teres
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrtr1,Pyrenophora tritici-repentis
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Pyronemataceae,Pyrco1,Pyronema confluens CBS100304
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Radiomycetaceae,Radspe1,Radiomyces spectabilis NRRL 2753 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Gomphales,Gomphaceae,Ramac1,Ramaria rubella (R. acris) UT-36052-T v1.0
Zoopagomycota,Kickxellomycotina,Incertae_sedis,Kickxellales,Incertae_sedis,Rambr1,Ramicandelaber brevisporus CBS 109374 v1.0
NA,NA,NA,NA,NA,Rhesp1,Rhexocercosporidium sp. MPI-PUGE-AT-0058 v1.0
Chytridiomycota,Incertae_sedis,Chytridiomycetes,Chytridiales,Chytriomycetaceae,Rhihy1,Rhizoclosmatium globosum JEL800 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhiso1,Rhizoctonia solani AG-1 IB
Ascomycota,Pezizomycotina,Dothideomycetes,Patellariales,Patellariaceae,Rhili1,Rhizodiscina lignyota CBS 133067 v1.0
